Accepted Symbol,Family Common Name,Common Name,Kingdom,Division,Class,Order,Family,Genus,Scientific Name,Duration,Growth Habit
THAU4,Aster family,manyawn pricklyleaf,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Thymophylla,Thymophylla aurea,Annual,Forb/herb
THAUA,Aster family,manyawn pricklyleaf,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Thymophylla,Thymophylla aurea var. aurea,Annual,Forb/herb
TOMI,Aster family,smallhead heathgoldenrod,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Tonestus,Tonestus microcephalus,Perennial,"Forb/herb, Subshrub"
TOPY,Aster family,pygmy goldenweed,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Tonestus,Tonestus pygmaeus,Perennial,Forb/herb
TOAL,Aster family,Wyoming Townsend daisy,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Townsendia,Townsendia alpigena,Perennial,Forb/herb
TOALA,Aster family,Wyoming Townsend daisy,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Townsendia,Townsendia alpigena var. alpigena,Perennial,Forb/herb
TOAN,Aster family,annual Townsend daisy,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Townsendia,Townsendia annua,Annual,Forb/herb
TOEX,Aster family,tall Townsend daisy,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Townsendia,Townsendia eximia,Perennial,Forb/herb
TOFE,Aster family,Fendler's Townsend daisy,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Townsendia,Townsendia fendleri,Annual,Forb/herb
TOGL4,Aster family,Gray's Townsend daisy,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Townsendia,Townsendia glabella,Perennial,Forb/herb
TOGR,Aster family,largeflower Townsend daisy,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Townsendia,Townsendia grandiflora,Biennial,Forb/herb
TOIN,Aster family,hoary Townsend daisy,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Townsendia,Townsendia incana,"Annual, Biennial, Perennial",Forb/herb
TOLE,Aster family,common Townsend daisy,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Townsendia,Townsendia leptotes,Perennial,Forb/herb
TORO,Aster family,Rothrock's Townsend daisy,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Townsendia,Townsendia rothrockii,Perennial,Forb/herb
TOST,Aster family,hairy Townsend daisy,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Townsendia,Townsendia strigosa,"Annual, Biennial",Forb/herb
VEEN,Aster family,golden crownbeard,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Verbesina,Verbesina encelioides,Annual,Forb/herb
VEENE3,Aster family,golden crownbeard,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Verbesina,Verbesina encelioides ssp. encelioides,Annual,Forb/herb
VEENE2,Aster family,golden crownbeard,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Verbesina,Verbesina encelioides ssp. exauriculata,Annual,Forb/herb
VEBA,Aster family,Baldwin's ironweed,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Vernonia,Vernonia baldwinii,Perennial,Forb/herb
VEBAI2,Aster family,interior ironweed,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Vernonia,Vernonia baldwinii ssp. interior,Perennial,Forb/herb
VEMA2,Aster family,plains ironweed,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Vernonia,Vernonia marginata,Perennial,Forb/herb
WYMA,Aster family,mule-ears,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Wyethia,Wyethia Ã—magna,Perennial,Forb/herb
WYAM,Aster family,mule-ears,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Wyethia,Wyethia amplexicaulis,Perennial,Forb/herb
WYAR,Aster family,Arizona mule-ears,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Wyethia,Wyethia arizonica,Perennial,Forb/herb
XYGL,Aster family,smooth woodyaster,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Xylorhiza,Xylorhiza glabriuscula,Perennial,"Forb/herb, Subshrub"
XYGLG,Aster family,smooth woodyaster,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Xylorhiza,Xylorhiza glabriuscula var. glabriuscula,Perennial,"Forb/herb, Subshrub"
XYGLV,Aster family,villous woodyaster,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Xylorhiza,Xylorhiza glabriuscula var. villosa,Perennial,"Forb/herb, Subshrub"
XYVE,Aster family,charming woodyaster,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Xylorhiza,Xylorhiza venusta,Perennial,Subshrub
ZIGR,Aster family,Rocky Mountain zinnia,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Zinnia,Zinnia grandiflora,Perennial,"Forb/herb, Subshrub"
BEFE,Barberry family,Colorado barberry,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Berberidaceae,Berberis,Berberis fendleri,Perennial,Shrub
MAFR3,Barberry family,Fremont's mahonia,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Berberidaceae,Mahonia,Mahonia fremontii,Perennial,Shrub
MAHA4,Barberry family,red barberry,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Berberidaceae,Mahonia,Mahonia haematocarpa,Perennial,Shrub
CRAP2,Borage family,Grand Junction cryptantha,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Cryptantha,Cryptantha aperta,Perennial,"Forb/herb, Subshrub"
CRBA4,Borage family,Baker's cryptantha,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Cryptantha,Cryptantha bakeri,"Biennial, Perennial","Forb/herb, Subshrub"
CRBR7,Borage family,Uinta basin cryptantha,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Cryptantha,Cryptantha breviflora,Perennial,"Forb/herb, Subshrub"
CRCA7,Borage family,tufted cryptantha,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Cryptantha,Cryptantha caespitosa,Perennial,"Forb/herb, Subshrub"
CRCA8,Borage family,mountain cryptantha,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Cryptantha,Cryptantha cana,Perennial,"Forb/herb, Subshrub"
CRCI3,Borage family,James' cryptantha,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Cryptantha,Cryptantha cinerea,Perennial,"Forb/herb, Subshrub"
CRCIC,Borage family,James' cryptantha,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Cryptantha,Cryptantha cinerea var. cinerea,Perennial,"Forb/herb, Subshrub"
CRCIJ,Borage family,James' cryptantha,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Cryptantha,Cryptantha cinerea var. jamesii,Perennial,"Forb/herb, Subshrub"
CRCIP,Borage family,James' cryptantha,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Cryptantha,Cryptantha cinerea var. pustulosa,Perennial,"Forb/herb, Subshrub"
CRCI2,Borage family,cushion cryptantha,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Cryptantha,Cryptantha circumscissa,Annual,Forb/herb
CRCIC2,Borage family,cushion cryptantha,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Cryptantha,Cryptantha circumscissa var. circumscissa,Annual,Forb/herb
CRCR3,Borage family,thicksepal cryptantha,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Cryptantha,Cryptantha crassisepala,Annual,Forb/herb
CRCRC,Borage family,thicksepal cryptantha,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Cryptantha,Cryptantha crassisepala var. crassisepala,Annual,Forb/herb
CRCRE,Borage family,thicksepal cryptantha,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Cryptantha,Cryptantha crassisepala var. elachantha,Annual,Forb/herb
CREL4,Borage family,cliffdweller's cryptantha,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Cryptantha,Cryptantha elata,"Biennial, Perennial","Forb/herb, Subshrub"
CRFL5,Borage family,Brenda's yellow cryptantha,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Cryptantha,Cryptantha flava,Perennial,"Forb/herb, Subshrub"
CRFL6,Borage family,roughseed cryptantha,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Cryptantha,Cryptantha flavoculata,Perennial,"Forb/herb, Subshrub"
CRFU,Borage family,tawny cryptantha,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Cryptantha,Cryptantha fulvocanescens,Perennial,"Forb/herb, Subshrub"
CRFUN,Borage family,tawny cryptantha,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Cryptantha,Cryptantha fulvocanescens var. nitida,Perennial,Forb/herb
CRGR3,Borage family,narrowstem cryptantha,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Cryptantha,Cryptantha gracilis,Annual,Forb/herb
CRGY,Borage family,cryptantha,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Cryptantha,Cryptantha gypsophila,Perennial,Forb/herb
CRHU2,Borage family,roundspike cryptantha,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Cryptantha,Cryptantha humilis,Perennial,"Forb/herb, Subshrub"
CRLO6,Borage family,longflower cryptantha,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Cryptantha,Cryptantha longiflora,"Biennial, Perennial","Forb/herb, Subshrub"
CRME5,Borage family,southwestern cryptantha,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Cryptantha,Cryptantha mensana,Perennial,"Forb/herb, Subshrub"
CROS,Borage family,Osterhout's cryptantha,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Cryptantha,Cryptantha osterhoutii,Perennial,"Forb/herb, Subshrub"
CRPA6,Borage family,handsome cryptantha,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Cryptantha,Cryptantha paradoxa,Perennial,"Forb/herb, Subshrub"
CRPT,Borage family,wingnut cryptantha,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Cryptantha,Cryptantha pterocarya,Annual,Forb/herb
CRPTC,Borage family,wingnut cryptantha,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Cryptantha,Cryptantha pterocarya var. cycloptera,Annual,Forb/herb
CRPTP2,Borage family,wingnut cryptantha,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Cryptantha,Cryptantha pterocarya var. pterocarya,Annual,Forb/herb
CRRE5,Borage family,curvenut cryptantha,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Cryptantha,Cryptantha recurvata,Annual,Forb/herb
CRRO6,Borage family,Rollins' cryptantha,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Cryptantha,Cryptantha rollinsii,"Biennial, Perennial","Forb/herb, Subshrub"
CRSC2,Borage family,Pinyon Desert cryptantha,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Cryptantha,Cryptantha scoparia,Annual,Forb/herb
CRSE3,Borage family,silky cryptantha,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Cryptantha,Cryptantha sericea,"Biennial, Perennial","Forb/herb, Subshrub"
CRST5,Borage family,Yampa River cryptantha,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Cryptantha,Cryptantha stricta,Perennial,"Forb/herb, Subshrub"
CRTH,Borage family,calcareous cryptantha,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Cryptantha,Cryptantha thyrsiflora,"Biennial, Perennial","Forb/herb, Subshrub"
CRVI4,Borage family,miner's candle,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Cryptantha,Cryptantha virgata,"Biennial, Perennial",Forb/herb
CRWE2,Borage family,Weber's cryptantha,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Cryptantha,Cryptantha weberi,Perennial,"Forb/herb, Subshrub"
ERNAA2,Borage family,arctic alpine forget-me-not,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Eritrichium,Eritrichium nanum var. argenteum,Perennial,Forb/herb
ERNAE,Borage family,arctic alpine forget-me-not,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Eritrichium,Eritrichium nanum var. elongatum,Perennial,Forb/herb
HABE3,Borage family,Bessey's stickseed,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Hackelia,Hackelia besseyi,"Biennial, Perennial",Forb/herb
HAGR10,Borage family,Mesa Verde stickseed,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Hackelia,Hackelia gracilenta,Perennial,Forb/herb
HECO5,Borage family,phlox heliotrope,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Heliotropium,Heliotropium convolvulaceum,Annual,Forb/herb
HECOC,Borage family,phlox heliotrope,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Heliotropium,Heliotropium convolvulaceum var. californicum,Annual,Forb/herb
HECOC7,Borage family,phlox heliotrope,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Heliotropium,Heliotropium convolvulaceum var. convolvulaceum,Annual,Forb/herb
HECUO,Borage family,seaside heliotrope,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Heliotropium,Heliotropium curassavicum var. oculatum,"Annual, Perennial","Forb/herb, Subshrub"
LIMU3,Borage family,manyflowered stoneseed,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Lithospermum,Lithospermum multiflorum,Perennial,Forb/herb
MEAL7,Borage family,alpine bluebells,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Mertensia,Mertensia alpina,Perennial,Forb/herb
MEAR6,Borage family,aspen bluebells,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Mertensia,Mertensia arizonica,Perennial,Forb/herb
MEBR,Borage family,shortstyle bluebells,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Mertensia,Mertensia brevistyla,Perennial,Forb/herb
MECI3,Borage family,tall fringed bluebells,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Mertensia,Mertensia ciliata,Perennial,Forb/herb
MECIC2,Borage family,tall fringed bluebells,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Mertensia,Mertensia ciliata var. ciliata,Perennial,Forb/herb
MEFR2,Borage family,Franciscan bluebells,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Mertensia,Mertensia franciscana,Perennial,Forb/herb
MEHU2,Borage family,Rocky Mountain bluebells,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Mertensia,Mertensia humilis,Perennial,Forb/herb
MELAB,Borage family,prairie bluebells,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Mertensia,Mertensia lanceolata var. brachyloba,Perennial,Forb/herb
MELAC,Borage family,prairie bluebells,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Mertensia,Mertensia lanceolata var. coriacea,Perennial,Forb/herb
MELAS2,Borage family,prairie bluebells,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Mertensia,Mertensia lanceolata var. secundorum,Perennial,Forb/herb
MEOB,Borage family,oblongleaf bluebells,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Mertensia,Mertensia oblongifolia,"Annual, Perennial",Forb/herb
TINU2,Borage family,Nuttall's crinklemat,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Tiquilia,Tiquilia nuttallii,Annual,Forb/herb
ARCR5,Mustard family,Crandall's rockcress,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Arabis,Arabis crandallii,Perennial,Forb/herb
ARDE,Mustard family,nodding rockcress,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Arabis,Arabis demissa,Perennial,Forb/herb
ARDED,Mustard family,nodding rockcress,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Arabis,Arabis demissa var. demissa,Perennial,Forb/herb
ARDEL,Mustard family,nodding rockcress,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Arabis,Arabis demissa var. languida,Perennial,Forb/herb
ARFE,Mustard family,Fendler's rockcress,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Arabis,Arabis fendleri,Perennial,"Forb/herb, Subshrub"
ARFEF,Mustard family,Fendler's rockcress,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Arabis,Arabis fendleri var. fendleri,Perennial,"Forb/herb, Subshrub"
ARFES,Mustard family,spoonleaf rockcress,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Arabis,Arabis fendleri var. spatifolia,Perennial,"Forb/herb, Subshrub"
ARFE2,Mustard family,park rockcress,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Arabis,Arabis fernaldiana,Perennial,Forb/herb
ARFEF2,Mustard family,park rockcress,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Arabis,Arabis fernaldiana var. fernaldiana,Perennial,Forb/herb
ARGU,Mustard family,Gunnison's rockcress,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Arabis,Arabis gunnisoniana,Perennial,Forb/herb
ARHOP2,Mustard family,dropseed rockcress,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Arabis,Arabis holboellii var. pendulocarpa,"Biennial, Perennial",Forb/herb
AROX,Mustard family,Glenwood Springs rockcress,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Arabis,Arabis oxylobula,Perennial,Forb/herb
ARPA35,Mustard family,Gunnison County rockcress,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Arabis,Arabis pallidifolia,Perennial,Forb/herb
ARPE,Mustard family,rabbit ear rockcress,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Arabis,Arabis pendulina,Perennial,Forb/herb
ARPEP,Mustard family,rabbit ear rockcress,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Arabis,Arabis pendulina var. pendulina,Perennial,Forb/herb
ARPER,Mustard family,russeola rockcress,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Arabis,Arabis pendulina var. russeola,Perennial,Forb/herb
ARPE2,Mustard family,perennial rockcress,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Arabis,Arabis perennans,Perennial,"Forb/herb, Subshrub"
ARPU2,Mustard family,beautiful rockcress,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Arabis,Arabis pulchra,Perennial,"Forb/herb, Subshrub"
ARPUP,Mustard family,beautiful rockcress,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Arabis,Arabis pulchra var. pallens,Perennial,"Forb/herb, Subshrub"
ARSE,Mustard family,Selby's rockcress,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Arabis,Arabis selbyi,Perennial,Forb/herb
CABRL,Mustard family,Leiberg's bittercress,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Cardamine,Cardamine breweri var. leibergii,Perennial,Forb/herb
CACOC,Mustard family,heartleaf bittercress,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Cardamine,Cardamine cordifolia var. cordifolia,Perennial,Forb/herb
CACOI,Mustard family,heartleaf bittercress,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Cardamine,Cardamine cordifolia var. incana,Perennial,Forb/herb
CACR11,Mustard family,thickstem wild cabbage,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Caulanthus,Caulanthus crassicaulis,"Biennial, Perennial",Forb/herb
CACRC,Mustard family,thickstem wild cabbage,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Caulanthus,Caulanthus crassicaulis var. crassicaulis,"Biennial, Perennial",Forb/herb
DECA6,Mustard family,Sierra tansymustard,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Descurainia,Descurainia californica,"Annual, Biennial",Forb/herb
DEINP,Mustard family,mountain tansymustard,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Descurainia,Descurainia incana ssp. procera,Biennial,Forb/herb
DEINV,Mustard family,mountain tansymustard,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Descurainia,Descurainia incana ssp. viscosa,Biennial,Forb/herb
DEPIF,Mustard family,western tansymustard,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Descurainia,Descurainia pinnata ssp. filipes,"Annual, Biennial",Forb/herb
DEPIH,Mustard family,western tansymustard,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Descurainia,Descurainia pinnata ssp. halictorum,"Annual, Biennial, Perennial",Forb/herb
DEPIP2,Mustard family,Payson's tansymustard,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Descurainia,Descurainia pinnata ssp. paysonii,"Annual, Biennial",Forb/herb
DERA2,Mustard family,Villa Grove tansymustard,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Descurainia,Descurainia ramosissima,Annual,Forb/herb
DIWI2,Mustard family,touristplant,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Dimorphocarpa,Dimorphocarpa wislizeni,Annual,Forb/herb
DRCR,Mustard family,thickleaf draba,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Draba,Draba crassa,Perennial,Forb/herb
DRCU,Mustard family,wedgeleaf draba,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Draba,Draba cuneifolia,Annual,Forb/herb
DRCUC,Mustard family,wedgeleaf draba,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Draba,Draba cuneifolia var. cuneifolia,Annual,Forb/herb
DREX3,Mustard family,clawless draba,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Draba,Draba exunguiculata,Perennial,Forb/herb
DRFLP,Mustard family,Austrian draba,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Draba,Draba fladnizensis var. pattersonii,Perennial,Forb/herb
DRGL6,Mustard family,beavertip draba,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Draba,Draba globosa,Perennial,Forb/herb
DRGR2,Mustard family,Rocky Mountain draba,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Draba,Draba graminea,Perennial,Forb/herb
DRGR3,Mustard family,Gray's draba,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Draba,Draba grayana,Perennial,Forb/herb
